subj,date,beeps,activity,gm,gmd_by,sitco,partner
ID19,4/30/2015,12,R,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID19,4/30/2015,2,M,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID19,4/30/2015,5,F,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID19,4/30/2015,1,F,NA,NA,NA,NA
ID3,4/30/2015,1,gm,ID23,NA,NA,ID23
ID3,4/30/2015,8,M,NA,NA,NA,NA
ID3,4/30/2015,11,R,NA,NA,NA,NA
ID3,4/30/2015,1,F,NA,NA,NA,NA
ID3,4/30/2015,4,F,NA,NA,NA,NA
ID3,4/30/2015,5,F,NA,NA,NA,NA
ID2,4/30/2015,6,F/sitco,NA,NA,ID53,ID53
ID2,4/30/2015,7,F/sitco,NA,NA,ID53,ID53
ID2,4/30/2015,6,F,NA,NA,NA,NA
ID2,4/30/2015,3,F,NA,NA,NA,NA
ID2,4/30/2015,2,sitco,NA,NA,ID53,ID53
ID2,4/30/2015,3,M,NA,NA,NA,NA
ID2,4/30/2015,1,F/sitco,NA,NA,ID53,ID53
ID2,4/30/2015,1,F/sitco,NA,NA,ID53,ID53
ID2,4/30/2015,1,F/sitco,NA,NA,ID53,ID53
ID5,4/30/2015,11,R,NA,NA,NA,NA
ID5,4/30/2015,8,M,NA,NA,NA,NA
ID5,4/30/2015,10,F,NA,NA,NA,NA
ID5,4/30/2015,1,F,NA,NA,NA,NA
ID18,4/30/2015,7,F,NA,NA,NA,NA
ID18,4/30/2015,2,F,NA,NA,NA,NA
ID18,4/30/2015,3,F,NA,NA,NA,NA
ID18,4/30/2015,3,F,NA,NA,NA,NA
ID18,4/30/2015,1,F,NA,NA,NA,NA
ID18,4/30/2015,1,F,NA,NA,NA,NA
ID18,4/30/2015,3,F,NA,NA,NA,NA
ID18,4/30/2015,2,M,NA,NA,NA,NA
ID18,4/30/2015,2,R,NA,NA,NA,NA
ID18,4/30/2015,3,F,NA,NA,NA,NA
ID18,4/30/2015,2,F,NA,NA,NA,NA
ID18,4/30/2015,1,F,NA,NA,NA,NA
ID16,4/30/2015,5,gmd,NA,ID25,NA,ID25
ID16,4/30/2015,4,gm,ID25,NA,NA,ID25
ID16,4/30/2015,2,ssitco,NA,NA,ID29,ID29
ID16,4/30/2015,1,R,NA,NA,NA,NA
ID16,4/30/2015,2,gm,ID29,NA,NA,ID29
ID16,4/30/2015,1,gmd,NA,ID25,NA,ID25
ID16,4/30/2015,4,sitco,NA,NA,ID29,ID29
ID16,4/30/2015,2,sitco,NA,NA,ID25,ID25
ID16,4/30/2015,9,gmd,NA,ID25,NA,ID25
ID15,4/30/2015,2,F,NA,NA,NA,NA
ID15,4/30/2015,2,F,NA,NA,NA,NA
ID15,4/30/2015,1,R,NA,NA,NA,NA
ID15,4/30/2015,6,R,NA,NA,NA,NA
ID15,4/30/2015,4,sitco,NA,NA,ID52,ID52
ID15,4/30/2015,15,F,NA,NA,NA,NA
ID11,4/30/2015,11,R,NA,NA,NA,NA
ID11,4/30/2015,7,M,NA,NA,NA,NA
ID11,4/30/2015,4,F,NA,NA,NA,NA
ID11,4/30/2015,1,F,NA,NA,NA,NA
ID11,4/30/2015,2,F,NA,NA,NA,NA
ID11,4/30/2015,1,F,NA,NA,NA,NA
ID11,4/30/2015,4,F,NA,NA,NA,NA
ID14,4/30/2015,11,R,NA,NA,NA,NA
ID14,4/30/2015,3,F,NA,NA,NA,NA
ID14,4/30/2015,1,F,NA,NA,NA,NA
ID14,4/30/2015,1,F,NA,NA,NA,NA
ID14,4/30/2015,7,M,NA,NA,NA,NA
ID14,4/30/2015,2,R,NA,NA,NA,NA
ID14,4/30/2015,4,R,NA,NA,NA,NA
ID14,4/30/2015,1,F,NA,NA,NA,NA
ID10,4/30/2015,8,F,NA,NA,NA,NA
ID10,4/30/2015,1,M,NA,NA,NA,NA
ID10,4/30/2015,21,F,NA,NA,NA,NA
ID4,4/30/2015,30,R,NA,NA,NA,NA
ID8,4/30/2015,7,M,NA,NA,NA,NA
ID8,4/30/2015,11,R,NA,NA,NA,NA
ID8,4/30/2015,3,F,NA,NA,NA,NA
ID8,4/30/2015,5,F,NA,NA,NA,NA
ID8,4/30/2015,2,F,NA,NA,NA,NA
ID8,4/30/2015,2,F,NA,NA,NA,NA
ID17,4/30/2015,4,F,NA,NA,NA,NA
ID17,4/30/2015,6,F,NA,NA,NA,NA
ID17,4/30/2015,1,R,NA,NA,NA,NA
ID17,4/30/2015,3,gmd/sitco,NA,NA,ID54,ID54
ID17,4/30/2015,4,sitco,NA,NA,ID54,ID54
ID17,4/30/2015,3,gmd,NA,NA,NA,NA
ID17,4/30/2015,9,F,NA,NA,NA,NA
ID2,5/1/2015,2,M,NA,NA,NA,NA
ID2,5/1/2015,2,R,NA,NA,NA,NA
ID2,5/1/2015,4,ssitco,NA,NA,ID53,ID53
ID2,5/1/2015,22,sitco,NA,NA,ID53,ID53
ID13,5/1/2015,7,gm,ID9,NA,NA,ID9
ID13,5/1/2015,8,M,NA,NA,NA,NA
ID13,5/1/2015,3,gmd/sitco,NA,ID9,ID43,"ID9, ID43"
ID13,5/1/2015,5,F,NA,NA,NA,NA
ID13,5/1/2015,5,F,NA,NA,NA,NA
ID13,5/1/2015,2,R,NA,NA,NA,NA
ID16,5/1/2015,2,gm,ID1,NA,NA,ID1
ID16,5/1/2015,8,M,NA,NA,NA,NA
ID16,5/1/2015,3,R,NA,NA,NA,NA
ID16,5/1/2015,9,gmd,NA,ID3,NA,ID3
ID16,5/1/2015,3,gm,ID3,NA,NA,ID3
ID16,5/1/2015,1,F,NA,NA,NA,NA
ID16,5/1/2015,2,F,NA,NA,NA,NA
ID16,5/1/2015,2,F,NA,NA,NA,NA
ID9,5/2/2015,8,M,NA,NA,NA,NA
ID9,5/2/2015,2,R,NA,NA,NA,NA
ID9,5/2/2015,2,ssitco,NA,NA,ID48,ID48
ID9,5/2/2015,5,gm,ID48,NA,NA,ID48
ID9,5/2/2015,2,gm,ID48,NA,NA,ID48
ID9,5/2/2015,5,gm/sitco,ID15,NA,"ID52, ID48","ID15, ID52, ID48"
ID9,5/2/2015,3,R,NA,NA,NA,NA
ID9,5/2/2015,3,sitco,NA,NA,ID48,ID48
ID16,5/2/2015,14,F,NA,NA,NA,NA
ID16,5/2/2015,2,F,NA,NA,NA,NA
ID16,5/2/2015,4,F,NA,NA,NA,NA
ID16,5/2/2015,5,M,NA,NA,NA,NA
ID16,5/2/2015,2,F,NA,NA,NA,NA
ID16,5/2/2015,2,R,NA,NA,NA,NA
ID16,5/2/2015,1,F,NA,NA,NA,NA
ID19,5/2/2015,2,sitco,NA,NA,ID47,ID47
ID19,5/2/2015,4,gmd/sitco,NA,ID14,ID47,"ID14, ID47"
ID19,5/2/2015,7,sitco,NA,NA,ID47,ID47
ID19,5/2/2015,3,M,NA,NA,NA,NA
ID19,5/2/2015,2,R,NA,NA,NA,NA
ID19,5/2/2015,1,F,NA,NA,NA,NA
ID19,5/2/2015,4,F,NA,NA,NA,NA
ID19,5/2/2015,7,F,NA,NA,NA,NA
ID16,5/3/2015,6,M,NA,NA,NA,NA
ID16,5/3/2015,2,R,NA,NA,NA,NA
ID16,5/3/2015,2,F,NA,NA,NA,NA
ID16,5/3/2015,8,F,NA,NA,NA,NA
ID16,5/3/2015,12,F,NA,NA,NA,NA
ID12,5/3/2015,17,M,NA,NA,NA,NA
ID12,5/3/2015,6,R,NA,NA,NA,NA
ID12,5/3/2015,5,F,NA,NA,NA,NA
ID12,5/3/2015,2,F,NA,NA,NA,NA
ID19,5/3/2015,6,F,NA,NA,NA,NA
ID19,5/3/2015,10,M,NA,NA,NA,NA
ID19,5/3/2015,2,F,NA,NA,NA,NA
ID19,5/3/2015,6,R,NA,NA,NA,NA
ID19,5/3/2015,5,F,NA,NA,NA,NA
ID19,5/3/2015,1,F,NA,NA,NA,NA
ID5,5/3/2015,12,F,NA,NA,NA,NA
ID5,5/3/2015,7,M,NA,NA,NA,NA
ID5,5/3/2015,5,R,NA,NA,NA,NA
ID5,5/3/2015,6,F,NA,NA,NA,NA
ID1,5/3/2015,7,R,NA,NA,NA,NA
ID1,5/3/2015,9,M,NA,NA,NA,NA
ID1,5/3/2015,5,F,NA,NA,NA,NA
ID1,5/3/2015,2,F,NA,NA,NA,NA
ID1,5/3/2015,4,F,NA,NA,NA,NA
ID1,5/3/2015,2,F,NA,NA,NA,NA
ID1,5/3/2015,1,F,NA,NA,NA,NA
ID4,5/3/2015,5,F,NA,NA,NA,NA
ID4,5/3/2015,6,M,NA,NA,NA,NA
ID4,5/3/2015,3,R,NA,NA,NA,NA
ID4,5/3/2015,4,F,NA,NA,NA,NA
ID4,5/3/2015,6,F,NA,NA,NA,NA
ID4,5/3/2015,6,F,NA,NA,NA,NA
ID19,5/4/2015,19,F,NA,NA,NA,NA
ID19,5/4/2015,7,R,NA,NA,NA,NA
ID19,5/4/2015,3,F,NA,NA,NA,NA
ID19,5/4/2015,1,M,NA,NA,NA,NA
ID5,5/4/2015,8,R,NA,NA,NA,NA
ID5,5/4/2015,21,R,NA,NA,NA,NA
ID5,5/4/2015,1,gmd,NA,ID7,NA,ID7
ID3,5/4/2015,3,F,NA,NA,NA,NA
ID3,5/4/2015,25,R,NA,NA,NA,NA
ID3,5/4/2015,1,F,NA,NA,NA,NA
ID3,5/4/2015,1,M,NA,NA,NA,NA
ID12,5/4/2015,29,R,NA,NA,NA,NA
ID12,5/4/2015,1,F,NA,NA,NA,NA
ID12,5/5/2015,4,F,NA,NA,NA,NA
ID12,5/5/2015,6,M,NA,NA,NA,NA
ID12,5/5/2015,11,R,NA,NA,NA,NA
ID12,5/5/2015,5,F,NA,NA,NA,NA
ID12,5/5/2015,4,gm,ID36,NA,NA,ID36
ID9,5/5/2015,8,sitco,NA,NA,ID48,ID48
ID9,5/5/2015,3,gm,ID48,NA,NA,ID48
ID9,5/5/2015,13,R,NA,NA,NA,NA
ID9,5/5/2015,4,M,NA,NA,NA,NA
ID9,5/5/2015,2,R,NA,NA,NA,NA
ID6,5/5/2015,10,M,NA,NA,NA,NA
ID6,5/5/2015,12,R,NA,NA,NA,NA
ID6,5/5/2015,3,F,NA,NA,NA,NA
ID6,5/5/2015,5,F,NA,NA,NA,NA
ID8,5/5/2015,4,ssitco,NA,NA,ID27,ID27
ID8,5/5/2015,5,R,NA,NA,NA,NA
ID8,5/5/2015,5,gm,ID27,NA,NA,ID27
ID8,5/5/2015,3,M,NA,NA,NA,NA
ID8,5/5/2015,8,R,NA,NA,NA,NA
ID8,5/5/2015,5,F,NA,NA,NA,NA
ID10,5/5/2015,9,R,NA,NA,NA,NA
ID10,5/5/2015,5,M,NA,NA,NA,NA
ID10,5/5/2015,2,F,NA,NA,NA,NA
ID10,5/5/2015,7,F,NA,NA,NA,NA
ID10,5/5/2015,7,F,NA,NA,NA,NA
ID3,5/5/2015,3,gm,ID25,NA,NA,ID25
ID3,5/5/2015,4,gmd,NA,ID25,NA,ID25
ID3,5/5/2015,8,M,NA,NA,NA,NA
ID3,5/5/2015,8,R,NA,NA,NA,NA
ID3,5/5/2015,7,F,NA,NA,NA,NA
ID1,5/6/2015,3,F,NA,NA,NA,NA
ID1,5/6/2015,4,F,NA,NA,NA,NA
ID1,5/6/2015,9,R,NA,NA,NA,NA
ID1,5/6/2015,5,M,NA,NA,NA,NA
ID1,5/6/2015,4,F,NA,NA,NA,NA
ID1,5/6/2015,3,F,NA,NA,NA,NA
ID1,5/6/2015,2,F,NA,NA,NA,NA
ID13,5/6/2015,1,F,NA,NA,NA,NA
ID13,5/6/2015,1,F,NA,NA,NA,NA
ID13,5/6/2015,11,sitco,NA,NA,ID43,ID43
ID13,5/6/2015,3,F/sitco,NA,NA,ID43,ID43
ID13,5/6/2015,4,R,NA,NA,NA,NA
ID13,5/6/2015,1,M,NA,NA,NA,NA
ID13,5/6/2015,7,ssitco,NA,NA,ID43,ID43
ID13,5/6/2015,2,F,NA,NA,NA,NA
ID11,5/6/2015,9,M,NA,NA,NA,NA
ID11,5/6/2015,3,F,NA,NA,NA,NA
ID11,5/6/2015,10,R,NA,NA,NA,NA
ID11,5/6/2015,3,F,NA,NA,NA,NA
ID11,5/6/2015,3,F,NA,NA,NA,NA
ID11,5/6/2015,1,ssitco,NA,NA,ID45,ID45
ID11,5/6/2015,1,F,NA,NA,NA,NA
ID12,5/6/2015,11,R,NA,NA,NA,NA
ID12,5/6/2015,5,M,NA,NA,NA,NA
ID12,5/6/2015,2,F,NA,NA,NA,NA
ID12,5/6/2015,1,F,NA,NA,NA,NA
ID12,5/6/2015,1,R,NA,NA,NA,NA
ID12,5/6/2015,1,F,NA,NA,NA,NA
ID12,5/6/2015,1,F,NA,NA,NA,NA
ID12,5/6/2015,2,F,NA,NA,NA,NA
ID12,5/6/2015,1,F,NA,NA,NA,NA
ID12,5/6/2015,5,F,NA,NA,NA,NA
ID2,5/6/2015,13,sitco,NA,NA,ID53,ID53
ID2,5/6/2015,1,sitco,NA,NA,"ID45, ID53","ID45, ID53"
ID2,5/6/2015,1,sitco,NA,NA,ID53,ID53
ID2,5/6/2015,4,M,NA,NA,NA,NA
ID2,5/6/2015,5,F/sitco,NA,NA,ID53,ID53
ID2,5/6/2015,1,F/sitco,NA,NA,ID53,ID53
ID2,5/6/2015,2,sitco,NA,NA,ID53,ID53
ID2,5/6/2015,2,sitco,NA,NA,"ID8, ID53","ID8, ID53"
ID2,5/6/2015,1,R,NA,NA,NA,NA
ID5,5/6/2015,3,F,NA,NA,NA,NA
ID5,5/6/2015,2,F,NA,NA,NA,NA
ID5,5/6/2015,4,R,NA,NA,NA,NA
ID5,5/6/2015,6,F,NA,NA,NA,NA
ID5,5/6/2015,1,F,NA,NA,NA,NA
ID5,5/6/2015,4,F,NA,NA,NA,NA
ID5,5/6/2015,3,F,NA,NA,NA,NA
ID5,5/6/2015,1,R,NA,NA,NA,NA
ID5,5/6/2015,4,M,NA,NA,NA,NA
ID5,5/6/2015,1,F,NA,NA,NA,NA
ID5,5/6/2015,1,R,NA,NA,NA,NA
ID9,5/7/2015,4,F,NA,NA,NA,NA
ID9,5/7/2015,4,M,NA,NA,NA,NA
ID9,5/7/2015,2,R,NA,NA,NA,NA
ID9,5/7/2015,3,ssitco,NA,NA,ID48,ID48
ID9,5/7/2015,6,F,NA,NA,NA,NA
ID9,5/7/2015,9,F,NA,NA,NA,NA
ID9,5/7/2015,2,R,NA,NA,NA,NA
ID7,5/7/2015,8,M,NA,NA,NA,NA
ID7,5/7/2015,12,sitco,NA,NA,ID51,ID51
ID7,5/7/2015,3,gmd,NA,ID34,NA,ID34
ID7,5/7/2015,3,F,NA,NA,NA,NA
ID7,5/7/2015,4,F,NA,NA,NA,NA
ID4,5/7/2015,4,F,NA,NA,NA,NA
ID4,5/7/2015,6,M,NA,NA,NA,NA
ID4,5/7/2015,15,R,NA,NA,NA,NA
ID4,5/7/2015,3,F,NA,NA,NA,NA
ID4,5/7/2015,2,F,NA,NA,NA,NA
ID5,5/7/2015,23,R,NA,NA,NA,NA
ID5,5/7/2015,2,M,NA,NA,NA,NA
ID5,5/7/2015,1,F,NA,NA,NA,NA
ID5,5/7/2015,4,F,NA,NA,NA,NA
ID1,5/7/2015,3,F,NA,NA,NA,NA
ID1,5/7/2015,1,F,NA,NA,NA,NA
ID1,5/7/2015,8,M,NA,NA,NA,NA
ID1,5/7/2015,6,R,NA,NA,NA,NA
ID1,5/7/2015,1,F,NA,NA,NA,NA
ID1,5/7/2015,1,F,NA,NA,NA,NA
ID3,5/7/2015,2,M,NA,NA,NA,NA
ID3,5/7/2015,1,F,NA,NA,NA,NA
ID3,5/7/2015,1,F,NA,NA,NA,NA
ID3,5/7/2015,2,F,NA,NA,NA,NA
ID3,5/7/2015,6,R,NA,NA,NA,NA
ID3,5/7/2015,5,F,NA,NA,NA,NA
ID3,5/7/2015,3,F,NA,NA,NA,NA
ID3,5/7/2015,3,R,NA,NA,NA,NA
ID3,5/7/2015,2,F,NA,NA,NA,NA
ID3,5/7/2015,3,R,NA,NA,NA,NA
ID3,5/7/2015,2,F,NA,NA,NA,NA
ID6,5/7/2015,14,F,NA,NA,NA,NA
ID6,5/7/2015,9,R,NA,NA,NA,NA
ID6,5/7/2015,4,F,NA,NA,NA,NA
ID6,5/7/2015,2,F,NA,NA,NA,NA
ID6,5/7/2015,1,F,NA,NA,NA,NA
ID10,5/7/2015,14,F,NA,NA,NA,NA
ID10,5/7/2015,1,M,NA,NA,NA,NA
ID10,5/7/2015,12,F,NA,NA,NA,NA
ID10,5/7/2015,3,F,NA,NA,NA,NA
ID11,5/7/2015,2,gm,ID45,NA,NA,ID45
ID11,5/7/2015,1,gmd,NA,ID3,NA,ID3
ID11,5/7/2015,1,gmd/ssitco,NA,ID3,ID45,"ID3, ID45"
ID11,5/7/2015,1,gm,ID3,NA,NA,ID3
ID11,5/7/2015,3,gm/sitco,ID3,NA,ID45,"ID3, ID45"
ID11,5/7/2015,4,gm,ID3,NA,NA,ID3
ID11,5/7/2015,2,gmd/sitco,NA,ID3,ID45,"ID3, ID45"
ID11,5/7/2015,3,gmd/ssitco,NA,ID3,ID45,"ID3, ID45"
ID11,5/7/2015,1,R,NA,NA,NA,NA
ID11,5/7/2015,1,R,NA,NA,NA,NA
ID11,5/7/2015,3,R,NA,NA,NA,NA
ID11,5/7/2015,1,gm,ID45,NA,NA,ID45
ID11,5/7/2015,1,R,NA,NA,NA,NA
ID11,5/7/2015,2,gm,ID22,NA,NA,ID22
ID11,5/7/2015,4,R,NA,NA,NA,NA
ID19,5/7/2015,15,F/sitco,NA,NA,ID47,ID47
ID19,5/7/2015,6,F/sitco,NA,NA,ID47,ID47
ID19,5/7/2015,2,M,NA,NA,NA,NA
ID19,5/7/2015,1,sitco,NA,NA,ID47,ID47
ID19,5/7/2015,4,F,NA,NA,NA,NA
ID19,5/7/2015,1,F,NA,NA,NA,NA
ID19,5/7/2015,1,sitco,NA,NA,ID47,ID47
ID16,5/7/2015,6,R,NA,NA,NA,NA
ID16,5/7/2015,2,ssitco,NA,NA,ID29,ID29
ID16,5/7/2015,5,M,NA,NA,NA,NA
ID16,5/7/2015,4,F,NA,NA,NA,NA
ID16,5/7/2015,12,F,NA,NA,NA,NA
ID16,5/7/2015,1,R,NA,NA,NA,NA
ID14,5/7/2015,2,R,NA,NA,NA,NA
ID14,5/7/2015,4,M,NA,NA,NA,NA
ID14,5/7/2015,2,F,NA,NA,NA,NA
ID14,5/7/2015,6,R,NA,NA,NA,NA
ID14,5/7/2015,4,R,NA,NA,NA,NA
ID14,5/7/2015,1,sitco,NA,NA,ID17,ID17
ID14,5/7/2015,2,F,NA,NA,NA,NA
ID14,5/7/2015,1,F,NA,NA,NA,NA
ID14,5/7/2015,2,F,NA,NA,NA,NA
ID14,5/7/2015,1,F,NA,NA,NA,NA
ID14,5/7/2015,1,F,NA,NA,NA,NA
ID14,5/7/2015,1,R,NA,NA,NA,NA
ID14,5/7/2015,3,F,NA,NA,NA,NA
ID17,5/7/2015,6,F/sitco,NA,NA,ID54,ID54
ID17,5/7/2015,8,F/sitco,NA,NA,ID54,ID54
ID17,5/7/2015,7,sitco,NA,NA,ID54,ID54
ID17,5/7/2015,2,F/sitco,NA,NA,ID54,ID54
ID17,5/7/2015,3,F/sitco,NA,NA,ID54,ID54
ID17,5/7/2015,1,M,NA,NA,NA,NA
ID17,5/7/2015,3,F/sitco,NA,NA,ID54,ID54
ID12,5/7/2015,2,R,NA,NA,NA,NA
ID12,5/7/2015,1,M,NA,NA,NA,NA
ID12,5/7/2015,2,ssitco,NA,NA,ID36,ID36
ID12,5/7/2015,1,sitco,NA,NA,ID36,ID36
ID12,5/7/2015,19,F,NA,NA,NA,NA
ID12,5/7/2015,4,F,NA,NA,NA,NA
ID12,5/7/2015,1,M,NA,NA,NA,NA
ID18,5/7/2015,6,sitco,NA,NA,ID37,ID37
ID18,5/7/2015,9,M,NA,NA,NA,NA
ID18,5/7/2015,10,F,NA,NA,NA,NA
ID18,5/7/2015,5,R,NA,NA,NA,NA
ID13,5/7/2015,3,M,NA,NA,NA,NA
ID13,5/7/2015,3,F,NA,NA,NA,NA
ID13,5/7/2015,3,F,NA,NA,NA,NA
ID13,5/7/2015,1,ssitco,NA,NA,ID43,ID43
ID13,5/7/2015,10,sitco,NA,NA,ID43,ID43
ID4,5/8/2015,30,R,NA,NA,NA,NA
ID1,5/9/2015,8,R,NA,NA,NA,NA
ID1,5/9/2015,1,sitco,NA,NA,ID20,ID20
ID1,5/9/2015,1,M,NA,NA,NA,NA
ID1,5/9/2015,18,R,NA,NA,NA,NA
ID1,5/9/2015,2,F,NA,NA,NA,NA
ID12,5/9/2015,1,R,NA,NA,NA,NA
ID12,5/9/2015,1,sitco,NA,NA,ID36,ID36
ID12,5/9/2015,8,R,NA,NA,NA,NA
ID12,5/9/2015,1,M,NA,NA,NA,NA
ID12,5/9/2015,5,F,NA,NA,NA,NA
ID12,5/9/2015,3,F,NA,NA,NA,NA
ID12,5/9/2015,2,F,NA,NA,NA,NA
ID12,5/9/2015,4,F,NA,NA,NA,NA
ID12,5/9/2015,3,F,NA,NA,NA,NA
ID12,5/9/2015,2,F,NA,NA,NA,NA
ID4,5/10/2015,1,M,NA,NA,NA,NA
ID4,5/10/2015,29,R,NA,NA,NA,NA
ID7,5/10/2015,5,sitco,NA,NA,ID51,ID51
ID7,5/10/2015,9,M,NA,NA,NA,NA
ID7,5/10/2015,3,F,NA,NA,NA,NA
ID7,5/10/2015,5,F,NA,NA,NA,NA
ID7,5/10/2015,5,gm,ID35,NA,NA,ID35
ID7,5/10/2015,1,gmd,NA,ID35,NA,ID35
ID7,5/10/2015,2,gmd/ssitco,NA,ID35,ID51,"ID35, ID51"
ID8,5/10/2015,9,R,NA,NA,NA,NA
ID8,5/10/2015,4,gm,NA,NA,NA,NA
ID8,5/10/2015,4,gm/ssitco,NA,NA,ID27,ID27
ID8,5/10/2015,2,gmd,NA,NA,NA,NA
ID8,5/10/2015,6,gmd,NA,NA,NA,NA
ID8,5/10/2015,1,gm/gmd,NA,NA,NA,NA
ID8,5/10/2015,1,gm,ID31,NA,NA,ID31
ID8,5/10/2015,3,M,NA,NA,NA,NA
ID15,5/11/2015,4,M,NA,NA,NA,NA
ID15,5/11/2015,11,R,NA,NA,NA,NA
ID15,5/11/2015,7,R,NA,NA,NA,NA
ID15,5/11/2015,3,sitco,NA,NA,ID52,ID52
ID15,5/11/2015,5,R,NA,NA,NA,NA
ID3,5/11/2015,7,M,NA,NA,NA,NA
ID3,5/11/2015,23,R,NA,NA,NA,NA
ID18,5/11/2015,16,M,NA,NA,NA,NA
ID18,5/11/2015,11,R,NA,NA,NA,NA
ID18,5/11/2015,1,F,NA,NA,NA,NA
ID18,5/11/2015,2,F,NA,NA,NA,NA
ID14,5/11/2015,1,M,NA,NA,NA,NA
ID14,5/11/2015,28,R,NA,NA,NA,NA
ID14,5/11/2015,1,F,NA,NA,NA,NA
ID9,5/11/2015,16,F,NA,NA,NA,NA
ID9,5/11/2015,3,M,NA,NA,NA,NA
ID9,5/11/2015,4,F,NA,NA,NA,NA
ID9,5/11/2015,3,sitco,NA,NA,ID48,ID48
ID9,5/11/2015,4,F,NA,NA,NA,NA
ID1,5/12/2015,2,F,NA,NA,NA,NA
ID1,5/12/2015,1,F,NA,NA,NA,NA
ID1,5/12/2015,1,ssitco,NA,NA,ID20,ID20
ID1,5/12/2015,1,R,NA,NA,NA,NA
ID1,5/12/2015,1,F,NA,NA,NA,NA
ID1,5/12/2015,1,F,NA,NA,NA,NA
ID1,5/12/2015,1,M,NA,NA,NA,NA
ID1,5/12/2015,22,R,NA,NA,NA,NA
ID4,5/12/2015,14,R,NA,NA,NA,NA
ID4,5/12/2015,7,M,NA,NA,NA,NA
ID4,5/12/2015,4,F,NA,NA,NA,NA
ID4,5/12/2015,1,R,NA,NA,NA,NA
ID4,5/12/2015,4,F,NA,NA,NA,NA
ID3,5/12/2015,3,F,NA,NA,NA,NA
ID3,5/12/2015,6,R,NA,NA,NA,NA
ID3,5/12/2015,7,M,NA,NA,NA,NA
ID3,5/12/2015,7,F,NA,NA,NA,NA
ID3,5/12/2015,7,F,NA,NA,NA,NA
ID10,5/12/2015,19,R,NA,NA,NA,NA
ID10,5/12/2015,1,F,NA,NA,NA,NA
ID10,5/12/2015,2,sitco,NA,NA,NA,NA
ID10,5/12/2015,3,sitco,NA,NA,ID25,ID25
ID10,5/12/2015,5,sitco,NA,NA,NA,NA
ID18,5/12/2015,15,F,NA,NA,NA,NA
ID18,5/12/2015,8,R,NA,NA,NA,NA
ID18,5/12/2015,7,M,NA,NA,NA,NA
ID17,5/12/2015,12,M,NA,NA,NA,NA
ID17,5/12/2015,9,sitco,NA,NA,ID54,ID54
ID17,5/12/2015,1,F/sitco,NA,NA,ID54,ID54
ID17,5/12/2015,6,F/sitco,NA,NA,ID54,ID54
ID17,5/12/2015,1,F/sitco,NA,NA,ID54,ID54
ID17,5/12/2015,1,F/sitco,NA,NA,ID54,ID54
ID12,5/12/2015,9,F,NA,NA,NA,NA
ID12,5/12/2015,11,R,NA,NA,NA,NA
ID12,5/12/2015,1,M,NA,NA,NA,NA
ID12,5/12/2015,6,F,NA,NA,NA,NA
ID12,5/12/2015,2,ssitco,NA,NA,ID36,ID36
ID12,5/12/2015,1,R,NA,NA,NA,NA
ID6,5/12/2015,1,F,NA,NA,NA,NA
ID6,5/12/2015,29,R,NA,NA,NA,NA
ID2,5/12/2015,28,sitco,NA,NA,ID53,ID53
ID2,5/12/2015,2,M,NA,NA,NA,NA
ID9,5/12/2015,27,R,NA,NA,NA,NA
ID9,5/12/2015,1,M,NA,NA,NA,NA
ID9,5/12/2015,2,F,NA,NA,NA,NA
ID5,5/12/2015,14,R,NA,NA,NA,NA
ID5,5/12/2015,3,R,NA,NA,NA,NA
ID5,5/12/2015,9,gm,ID31,NA,NA,ID31
ID5,5/12/2015,4,R,NA,NA,NA,NA
ID15,5/13/2015,2,R,NA,NA,NA,NA
ID15,5/13/2015,28,sitco,NA,NA,ID52,ID52
ID16,5/13/2015,12,R,NA,NA,NA,NA
ID16,5/13/2015,7,F,NA,NA,NA,NA
ID16,5/13/2015,5,R,NA,NA,NA,NA
ID16,5/13/2015,6,M,NA,NA,NA,NA
ID14,5/14/2015,3,gm,ID24,NA,NA,ID24
ID14,5/14/2015,2,gmd,NA,ID25,NA,ID25
ID14,5/14/2015,5,gmd,NA,ID25,NA,ID25
ID14,5/14/2015,3,M,NA,NA,NA,NA
ID14,5/14/2015,6,R,NA,NA,NA,NA
ID14,5/14/2015,2,gm,ID7,NA,NA,ID7
ID14,5/14/2015,3,sitco,NA,NA,ID48,ID48
ID14,5/14/2015,3,gm/sitco,ID9,NA,ID48,"ID9, ID48"
ID14,5/14/2015,2,gm,ID48,NA,NA,ID48
ID14,5/14/2015,1,R,NA,NA,NA,NA
ID2,5/14/2015,4,sitco,NA,NA,ID53,ID53
ID2,5/14/2015,1,R,NA,NA,NA,NA
ID2,5/14/2015,2,gmd,NA,ID11,NA,ID11
ID2,5/14/2015,1,gmd,NA,ID11,NA,ID11
ID2,5/14/2015,1,gmd/sitco,NA,ID11,ID53,"ID11, ID53"
ID2,5/14/2015,4,gm,ID11,NA,NA,ID11
ID2,5/14/2015,1,sitco,NA,NA,ID53,ID53
